Country,Date,Confirmed Cases,Confirmed Deaths,Population
Iran,1/20/22,6236567,132152,83992953
Iraq,1/20/22,2137267,24272,40222503
Ireland,1/20/22,1127951,6087,4937796
Isle of Man,1/20/22,20306,70,85032
Israel,1/20/22,2103938,8370,8655541
Italy,1/20/22,9418256,142590,60461828
Jamaica,1/20/22,116944,2561,2961161
Japan,1/20/22,2023335,18480,126476458
Jersey,1/20/22,27045,94,
Jordan,1/20/22,1123686,13043,10203140
Kazakhstan,1/20/22,1202369,18350,18776707
Kenya,1/20/22,319379,5520,53771300
Kiribati,1/20/22,37,0,119446
Kosovo,1/20/22,172340,2996,1935259
Kuwait,1/20/22,484150,2482,4270563
Kyrgyzstan,1/20/22,193028,2842,6524191
Laos,1/20/22,128248,508,7275556
Latvia,1/20/22,319027,4773,1886202
Lebanon,1/20/22,847624,9445,6825442
Lesotho,1/20/22,31899,690,2142252
Liberia,1/20/22,7208,288,5057677
Libya,1/20/22,401444,5889,6871287
Liechtenstein,1/20/22,7671,73,38137
Lithuania,1/20/22,601383,7718,2722291
Luxembourg,1/20/22,134714,941,625976
Madagascar,1/20/22,55827,1169,27691019
Malawi,1/20/22,83403,2502,19129955
Malaysia,1/20/22,2820927,31853,32365998
Maldives,1/20/22,110931,269,540542
Mali,1/20/22,29359,704,20250834
Malta,1/20/22,65005,520,441539
Marshall Islands,1/20/22,7,0,59194
Martinique,1/20/22,71193,813,375265
Mauritania,1/20/22,56666,916,4649660
Mauritius,1/20/22,70094,786,1271767
Mayotte,1/20/22,35189,186,272813
Mexico,1/20/22,4495310,302112,128932753
Micronesia,1/20/22,1,0,115021
Moldova,1/20/22,400585,10488,4033963
Monaco,1/20/22,7160,45,39244
Mongolia,1/20/22,760834,2092,3278292
Montenegro,1/20/22,209719,2496,628062
Montserrat,1/20/22,151,1,4999
Morocco,1/20/22,1078002,15047,36910558
Mozambique,1/20/22,221432,2146,31255435
Burma,1/20/22,533732,19307,54409794
Namibia,1/20/22,154897,3884,2540916
Nepal,1/20/22,887769,11632,29136808
Netherlands,1/20/22,3778287,21188,17134873
New Caledonia,1/20/22,14854,282,285491
New Zealand,1/20/22,15401,52,4822233
Nicaragua,1/20/22,13646,219,6624554
Niger,1/20/22,8503,295,24206636
Nigeria,1/20/22,251571,3117,206139587
North Korea,1/20/22,0,0,25778815
North Macedonia,1/20/22,250876,8166,2083380
Northern Mariana Islands,1/20/22,4119,21,57557
Norway,1/20/22,571655,1413,5421242
Oman,1/20/22,318272,4125,5106622
Pakistan,1/20/22,1353479,29065,220892331
Palau,1/20/22,208,0,18092
West Bank and Gaza,1/20/22,479343,5036,5101416
Panama,1/20/22,614957,7565,4314768
Papua New Guinea,1/20/22,36446,596,8947027
Paraguay,1/20/22,516555,16887,7132530
Peru,1/20/22,2780049,203868,32971846
Philippines,1/20/22,3324478,53153,109581085
Poland,1/20/22,4406553,103378,37846605
Portugal,1/20/22,2059595,19447,10196707
Puerto Rico,1/20/22,428009,3593,2860840
Qatar,1/20/22,314073,632,2881060
Reunion,1/20/22,133617,462,895308
Romania,1/20/22,1964021,59428,19237682
Russia,1/20/22,10754905,317523,145934460
Rwanda,1/20/22,127227,1422,12952209
St. Martin (French part),1/20/22,9143,60,38659
Samoa,1/20/22,13,0,198410
San Marino,1/20/22,11278,106,33938
São Tomé and Príncipe,1/20/22,5785,67,219161
Saudi Arabia,1/20/22,638327,8914,34813867
Senegal,1/20/22,83752,1917,16743930
Serbia,1/20/22,1501621,13181,6802111
Seychelles,1/20/22,34367,143,98340
Sierra Leone,1/20/22,7567,125,7976985
Singapore,1/20/22,297549,845,5850343
Sint Maarten,1/20/22,8897,77,42882
Slovakia,1/20/22,1438877,17520,5459643
Slovenia,1/20/22,569620,5732,2078932
Solomon Islands,1/20/22,81,0,686878
Somalia,1/20/22,24322,1335,15893219
South Africa,1/20/22,3572860,93846,59308690
South Korea,1/20/22,719269,6501,51269183
South Sudan,1/20/22,16627,137,11193729
Spain,1/20/22,8834363,91599,46754783
Sri Lanka,1/20/22,599363,15255,21413250
St. Barthelemy,1/20/22,3282,6,9885
St. Helena,1/20/22,4,0,6071
St. Kitts and Nevis,1/20/22,5141,28,53192
St. Lucia,1/20/22,18322,316,183629
St. Pierre and Miquelon,1/20/22,598,0,5795
St. Vincent and Grenadines,1/20/22,6615,90,110947
Sudan,1/20/22,53959,3393,43849269
Suriname,1/20/22,68560,1228,586634
Sweden,1/20/22,1741710,15631,10099270
Switzerland,1/20/22,1841317,12569,8654618
Syria,1/20/22,50862,2959,17500657
Tajikistan,1/20/22,17493,125,9537642
Tanzania,1/20/22,32393,753,59734213
Thailand,1/20/22,2361702,21987,69799978
Timor-Leste,1/20/22,19866,122,1318442
Togo,1/20/22,36176,266,8278737
Tonga,1/20/22,1,0,105697
Trinidad and Tobago,1/20/22,104005,3256,1399491
Tunisia,1/20/22,817051,25881,11818618
Turkey,1/20/22,10736215,85419,84339067
Turks and Caicos Islands,1/20/22,5442,32,38718
U.S. Virgin Islands,1/20/22,14158,94,104423
Uganda,1/20/22,159521,3459,45741000
Ukraine,1/20/22,3982738,105380,43733759
United Arab Emirates,1/20/22,816945,2204,9890400
United Kingdom,1/20/22,15613283,153202,67886004
United States,1/20/22,69040095,859613,331002647
Uruguay,1/20/22,556163,6272,3473727
Uzbekistan,1/20/22,209578,1529,33469199
Vanuatu,1/20/22,7,1,307150
Holy See,1/20/22,29,0,809
Venezuela,1/20/22,463145,5395,28435943
Vietnam,1/20/22,2094802,36266,97338583
Wallis and Futuna,1/20/22,454,7,11246
Yemen,1/20/22,10507,1995,29825968
Zambia,1/20/22,299971,3879,18383956
Zimbabwe,1/20/22,227552,5276,14862927
Afghanistan,1/21/22,159516,7390,38928341
Albania,1/21/22,244182,3292,2877800
Algeria,1/21/22,232325,6468,43851043
American Samoa,1/21/22,18,0,55197
Andorra,1/21/22,33025,144,77265
Angola,1/21/22,95676,1884,32866268
Anguilla,1/21/22,2187,7,15002
Antarctica,1/21/22,11,0,
Antigua and Barbuda,1/21/22,5815,122,97928
Argentina,1/21/22,7694506,118969,45195777
Armenia,1/21/22,349957,8026,2963234
Aruba,1/21/22,32056,187,106766
Australia,1/21/22,2129688,3043,25499881
Austria,1/21/22,1529850,17065,9006400
Azerbaijan,1/21/22,630420,8581,10139175
Bahamas,1/21/22,31915,726,393248
Bahrain,1/21/22,324304,1398,1701583
Bangladesh,1/21/22,1664616,28192,164689383
Barbados,1/21/22,38171,274,287371
Belarus,1/21/22,722939,5899,9449321
Belgium,1/21/22,2697239,28780,11589616
Belize,1/21/22,45753,616,397621
Benin,1/21/22,26309,163,12123198
Bermuda,1/21/22,9766,112,62273
Bhutan,1/21/22,3458,3,771612
Bolivia,1/21/22,804677,20570,11673029
Bosnia and Herzegovina,1/21/22,329569,13984,3280815
Botswana,1/21/22,243946,2544,2351625
Brazil,1/21/22,23766499,622875,212559409
British Virgin Islands,1/21/22,5602,47,30237
Brunei,1/21/22,16066,98,437483
Bulgaria,1/21/22,870751,32604,6948445
Burkina Faso,1/21/22,20435,353,20903278
Burundi,1/21/22,36868,38,11890781
Cambodia,1/21/22,120956,3015,16718971
Cameroon,1/21/22,114113,1867,26545864
Canada,1/21/22,2916524,33317,37742157
Cape Verde,1/21/22,55178,383,555988
"Bonaire, Sint Eustatius and Saba",1/21/22,6180,27,26221
Cayman Islands,1/21/22,12023,15,65720
Central African Republic,1/21/22,13509,109,4829764
Chad,1/21/22,6889,185,16425859
Channel Islands,1/21/22,0,0,173859
Chile,1/21/22,1934204,39474,19116209
China,1/21/22,150373,5700,1471286879
Colombia,1/21/22,5686065,131824,50882884
Comoros,1/21/22,7793,159,869595
Congo (Brazzaville),1/21/22,23380,371,5518092
Congo (Kinshasa),1/21/22,84283,1278,89561404
Cook Islands,1/21/22,2,0,17564
Costa Rica,1/21/22,643496,7451,5094114
Cote d'Ivoire,1/21/22,79814,771,26378275
Croatia,1/21/22,859264,13335,4105268
Cuba,1/21/22,1015203,8353,11326616
Curacao,1/21/22,35617,211,164100
Cyprus,1/21/22,235364,700,1207361
Czechia,1/21/22,2705754,36997,10708982
Denmark,1/21/22,1319695,3571,5792203
Djibouti,1/21/22,15250,189,988002
Dominica,1/21/22,8421,49,71991
Dominican Republic,1/21/22,530998,4279,10847904
Ecuador,1/21/22,664664,34287,17643060
Egypt,1/21/22,406926,22289,102334403
El Salvador,1/21/22,127012,3847,6486201
Equatorial Guinea,1/21/22,15558,179,1402985
Eritrea,1/21/22,9192,90,3546427
Estonia,1/21/22,282977,1999,1326539
Eswatini,1/21/22,68047,1366,1160164
Ethiopia,1/21/22,461252,7226,114963583
Falkland Islands,1/21/22,86,0,3483
Faroe Islands,1/21/22,13207,15,48865
Fiji,1/21/22,60931,768,896444
Finland,1/21/22,437573,1893,5540718
France,1/21/22,15652063,125690,65273512
French Guiana,1/21/22,72188,357,298682
French Polynesia,1/21/22,47470,636,280904
Gabon,1/21/22,45909,300,2225728
Gambia,1/21/22,11572,347,2416664
Georgia,1/21/22,1030710,14631,3989175
Germany,1/21/22,8460546,116485,83783945
Ghana,1/21/22,154891,1357,31072945
Gibraltar,1/21/22,11557,100,33691
Greece,1/21/22,1762870,22476,10423056
Greenland,1/21/22,9407,4,56772
Grenada,1/21/22,10960,205,112519
Guadeloupe,1/21/22,73660,835,400127
Guam,1/21/22,26851,276,168783
Guatemala,1/21/22,666017,16245,17915567
Guernsey,1/21/22,10610,30,
Guinea,1/21/22,35719,410,13132792
Guinea-Bissau,1/21/22,7284,153,1967998
Guyana,1/21/22,55628,1122,786559
Haiti,1/21/22,28250,780,11402533
Honduras,1/21/22,387515,10468,9904608
Hungary,1/21/22,1401457,40822,9660350
Iceland,1/21/22,54579,44,341250
India,1/21/22,38903731,488884,1380004385
Indonesia,1/21/22,4280248,144201,273523621
Iran,1/21/22,6241843,132172,83992953
Iraq,1/21/22,2144422,24277,40222503
Ireland,1/21/22,1134548,6087,4937796
Isle of Man,1/21/22,20425,70,85032
Israel,1/21/22,2168009,8371,8655541
Italy,1/21/22,9603856,142963,60461828
Jamaica,1/21/22,117717,2568,2961161
Japan,1/21/22,2073048,18489,126476458
Jersey,1/21/22,27344,94,
Jordan,1/21/22,1129995,13049,10203140
Kazakhstan,1/21/22,1217538,18357,18776707
Kenya,1/21/22,319838,5528,53771300
Kiribati,1/21/22,39,0,119446
Kosovo,1/21/22,175283,2997,1935259
Kuwait,1/21/22,488959,2483,4270563
Kyrgyzstan,1/21/22,193816,2843,6524191
Laos,1/21/22,128924,518,7275556
Latvia,1/21/22,324999,4773,1886202
Lebanon,1/21/22,853252,9460,6825442
Lesotho,1/21/22,31899,690,2142252
Liberia,1/21/22,7208,288,5057677
Libya,1/21/22,403144,5907,6871287
Liechtenstein,1/21/22,7746,73,38137
Lithuania,1/21/22,609126,7735,2722291
Luxembourg,1/21/22,137570,943,625976
Madagascar,1/21/22,55827,1169,27691019
Malawi,1/21/22,83565,2507,19129955
Malaysia,1/21/22,2824973,31869,32365998
Maldives,1/21/22,112628,269,540542
Mali,1/21/22,29430,704,20250834
Malta,1/21/22,65311,521,441539
Marshall Islands,1/21/22,7,0,59194
Martinique,1/21/22,73355,816,375265
Mauritania,1/21/22,56946,920,4649660
Mauritius,1/21/22,70134,786,1271767
Mayotte,1/21/22,35691,187,272813
Mexico,1/21/22,4595589,302721,128932753
Micronesia,1/21/22,1,0,115021
Moldova,1/21/22,404556,10501,4033963
Monaco,1/21/22,7304,45,39244
Mongolia,1/21/22,771893,2093,3278292
Montenegro,1/21/22,210931,2505,628062
Montserrat,1/21/22,152,1,4999
Morocco,1/21/22,1086340,15082,36910558
Mozambique,1/21/22,221975,2149,31255435
Burma,1/21/22,533815,19308,54409794
Namibia,1/21/22,155027,3902,2540916
Nepal,1/21/22,896584,11635,29136808
Netherlands,1/21/22,3824344,21200,17134873
New Caledonia,1/21/22,15195,282,285491
New Zealand,1/21/22,15479,52,4822233
Nicaragua,1/21/22,13646,219,6624554
Niger,1/21/22,8503,295,24206636
Nigeria,1/21/22,251930,3124,206139587
North Korea,1/21/22,0,0,25778815
North Macedonia,1/21/22,252947,8177,2083380
Northern Mariana Islands,1/21/22,4166,21,57557
Norway,1/21/22,596613,1414,5421242
Oman,1/21/22,318272,4125,5106622
Pakistan,1/21/22,1360019,29077,220892331
Palau,1/21/22,208,0,18092
West Bank and Gaza,1/21/22,480583,5042,5101416
Panama,1/21/22,626890,7574,4314768
Papua New Guinea,1/21/22,36446,596,8947027
Paraguay,1/21/22,516555,16887,7132530
Peru,1/21/22,2839519,203994,32971846
Philippines,1/21/22,3357083,53309,109581085
Poland,1/21/22,4443217,103626,37846605
Portugal,1/21/22,2118125,19496,10196707
Puerto Rico,1/21/22,432935,3631,2860840
Qatar,1/21/22,317277,632,2881060
Reunion,1/21/22,133617,462,895308
Romania,1/21/22,1983670,59477,19237682
Russia,1/21/22,10804032,318200,145934460
Rwanda,1/21/22,127655,1428,12952209
St. Martin (French part),1/21/22,9143,60,38659
Samoa,1/21/22,13,0,198410
San Marino,1/21/22,11466,107,33938
São Tomé and Príncipe,1/21/22,5798,68,219161
Saudi Arabia,1/21/22,643211,8916,34813867
Senegal,1/21/22,83855,1921,16743930
Serbia,1/21/22,1518024,13211,6802111
Seychelles,1/21/22,34367,143,98340
Sierra Leone,1/21/22,7572,125,7976985
Singapore,1/21/22,307813,846,5850343
Sint Maarten,1/21/22,8987,77,42882
Slovakia,1/21/22,1447067,17577,5459643
Slovenia,1/21/22,579480,5743,2078932
Solomon Islands,1/21/22,81,0,686878
Somalia,1/21/22,24322,1335,15893219
South Africa,1/21/22,3576379,93949,59308690
South Korea,1/21/22,726274,6529,51269183
South Sudan,1/21/22,16653,137,11193729
Spain,1/21/22,8975458,91741,46754783
Sri Lanka,1/21/22,600203,15272,21413250
St. Barthelemy,1/21/22,3282,6,9885
St. Helena,1/21/22,4,0,6071
St. Kitts and Nevis,1/21/22,5190,28,53192
St. Lucia,1/21/22,18746,316,183629
St. Pierre and Miquelon,1/21/22,630,0,5795
St. Vincent and Grenadines,1/21/22,6615,90,110947
Sudan,1/21/22,53959,3393,43849269
Suriname,1/21/22,69275,1231,586634
Sweden,1/21/22,1784005,15674,10099270
Switzerland,1/21/22,1879319,12579,8654618
Syria,1/21/22,50902,2962,17500657
Tajikistan,1/21/22,17493,125,9537642
Tanzania,1/21/22,32393,753,59734213
Thailand,1/21/22,2369814,22000,69799978
Timor-Leste,1/21/22,19866,122,1318442
Togo,1/21/22,36176,266,8278737
Tonga,1/21/22,1,0,105697
Trinidad and Tobago,1/21/22,105264,3278,1399491
Tunisia,1/21/22,826838,25912,11818618
Turkey,1/21/22,10808770,85600,84339067
Turks and Caicos Islands,1/21/22,5524,33,38718
U.S. Virgin Islands,1/21/22,14301,95,104423
Uganda,1/21/22,159807,3463,45741000
Ukraine,1/21/22,4003280,105545,43733759
United Arab Emirates,1/21/22,819866,2207,9890400
United Kingdom,1/21/22,15709059,153490,67886004
United States,1/21/22,69874951,862924,331002647
Uruguay,1/21/22,569037,6284,3473727
Uzbekistan,1/21/22,210899,1532,33469199
Vanuatu,1/21/22,7,1,307150
Holy See,1/21/22,29,0,809
Venezuela,1/21/22,465463,5399,28435943
Vietnam,1/21/22,2110737,36443,97338583
Wallis and Futuna,1/21/22,454,7,11246
Yemen,1/21/22,10585,1995,29825968
Zambia,1/21/22,300587,3885,18383956
Zimbabwe,1/21/22,227961,5288,14862927
Afghanistan,1/22/22,159548,7390,38928341
Albania,1/22/22,246412,3297,2877800
Algeria,1/22/22,234536,6481,43851043
American Samoa,1/22/22,18,0,55197
Andorra,1/22/22,33025,144,77265
Angola,1/22/22,95902,1886,32866268
Anguilla,1/22/22,2187,7,15002
Antarctica,1/22/22,11,0,
Antigua and Barbuda,1/22/22,5931,122,97928
Argentina,1/22/22,7792652,119103,45195777
Armenia,1/22/22,350897,8026,2963234
Aruba,1/22/22,32220,187,106766
Australia,1/22/22,2196870,3121,25499881
Austria,1/22/22,1559478,17073,9006400
Azerbaijan,1/22/22,632034,8597,10139175
Bahamas,1/22/22,31999,729,393248
Bahrain,1/22/22,327466,1399,1701583
Bangladesh,1/22/22,1674230,28209,164689383
Barbados,1/22/22,38586,274,287371
Belarus,1/22/22,724903,5916,9449321
Belgium,1/22/22,2697239,28780,11589616
Belize,1/22/22,45753,616,397621
Benin,1/22/22,26309,163,12123198
Bermuda,1/22/22,9766,112,62273
Bhutan,1/22/22,3557,3,771612
Bolivia,1/22/22,804677,20570,11673029
Bosnia and Herzegovina,1/22/22,329569,13984,3280815
Botswana,1/22/22,243946,2544,2351625
Brazil,1/22/22,23931609,623191,212559409
British Virgin Islands,1/22/22,5602,47,30237
Brunei,1/22/22,16084,98,437483
Bulgaria,1/22/22,877381,32636,6948445
Burkina Faso,1/22/22,20514,353,20903278
Burundi,1/22/22,36868,38,11890781
Cambodia,1/22/22,121000,3015,16718971
Cameroon,1/22/22,114113,1867,26545864
Canada,1/22/22,2930307,33448,37742157
Cape Verde,1/22/22,55256,387,555988
"Bonaire, Sint Eustatius and Saba",1/22/22,6280,27,26221
Cayman Islands,1/22/22,13734,15,65720
Central African Republic,1/22/22,13611,109,4829764
Chad,1/22/22,6889,185,16425859
Channel Islands,1/22/22,0,0,173859
Chile,1/22/22,1949675,39497,19116209
China,1/22/22,150621,5700,1471286879
Colombia,1/22/22,5714092,132023,50882884
Comoros,1/22/22,7801,159,869595
Congo (Brazzaville),1/22/22,23380,371,5518092
Congo (Kinshasa),1/22/22,84283,1278,89561404
Cook Islands,1/22/22,2,0,17564
Costa Rica,1/22/22,643496,7451,5094114
Cote d'Ivoire,1/22/22,80114,778,26378275
Croatia,1/22/22,869965,13371,4105268
Cuba,1/22/22,1018604,8358,11326616
Curacao,1/22/22,35878,215,164100
Cyprus,1/22/22,237260,709,1207361
Czechia,1/22/22,2732453,37021,10708982
Denmark,1/22/22,1355815,3596,5792203
Djibouti,1/22/22,15271,189,988002
Dominica,1/22/22,8421,49,71991
Dominican Republic,1/22/22,536767,4285,10847904
Ecuador,1/22/22,674963,34315,17643060
Egypt,1/22/22,408495,22330,102334403
El Salvador,1/22/22,127012,3851,6486201
Equatorial Guinea,1/22/22,15690,179,1402985
Eritrea,1/22/22,9250,91,3546427
Estonia,1/22/22,287757,2003,1326539
Eswatini,1/22/22,68061,1367,1160164
Ethiopia,1/22/22,461733,7236,114963583
Falkland Islands,1/22/22,86,0,3483
Faroe Islands,1/22/22,13822,17,48865
Fiji,1/22/22,60931,768,896444
Finland,1/22/22,444869,1894,5540718
France,1/22/22,16041383,125857,65273512
French Guiana,1/22/22,72188,357,298682
French Polynesia,1/22/22,47470,636,280904
Gabon,1/22/22,45909,300,2225728
Gambia,1/22/22,11572,347,2416664
Georgia,1/22/22,1041749,14673,3989175
Germany,1/22/22,8596007,116664,83783945
Ghana,1/22/22,154891,1357,31072945
Gibraltar,1/22/22,11702,100,33691
Greece,1/22/22,1781203,22549,10423056
Greenland,1/22/22,9485,4,56772
Grenada,1/22/22,11190,205,112519
Guadeloupe,1/22/22,73660,835,400127
Guam,1/22/22,26851,276,168783
Guatemala,1/22/22,669012,16263,17915567
Guernsey,1/22/22,10638,30,
Guinea,1/22/22,35857,414,13132792
Guinea-Bissau,1/22/22,7284,153,1967998
Guyana,1/22/22,56585,1130,786559
Haiti,1/22/22,28352,783,11402533
Honduras,1/22/22,387515,10468,9904608
Hungary,1/22/22,1401457,40822,9660350
Iceland,1/22/22,54579,44,341250
India,1/22/22,39237264,489409,1380004385
Indonesia,1/22/22,4283453,144206,273523621
Iran,1/22/22,6245346,132202,83992953
Iraq,1/22/22,2149306,24283,40222503
Ireland,1/22/22,1141237,6087,4937796
Isle of Man,1/22/22,20425,70,85032
Israel,1/22/22,2212589,8393,8655541
Italy,1/22/22,9781191,143296,60461828
Jamaica,1/22/22,118727,2572,2961161
Japan,1/22/22,2127459,18506,126476458
Jersey,1/22/22,27622,94,
Jordan,1/22/22,1134097,13062,10203140
Kazakhstan,1/22/22,1231856,18357,18776707
Kenya,1/22/22,320138,5531,53771300
Kiribati,1/22/22,39,0,119446
Kosovo,1/22/22,178489,2997,1935259
Kuwait,1/22/22,493107,2485,4270563
Kyrgyzstan,1/22/22,194607,2846,6524191
Laos,1/22/22,129536,524,7275556
Latvia,1/22/22,330788,4793,1886202
Lebanon,1/22/22,858848,9474,6825442
Lesotho,1/22/22,31899,690,2142252
Liberia,1/22/22,7208,288,5057677
Libya,1/22/22,403144,5907,6871287
Liechtenstein,1/22/22,7838,73,38137
Lithuania,1/22/22,617325,7752,2722291
Luxembourg,1/22/22,137570,943,625976
Madagascar,1/22/22,57375,1223,27691019
Malawi,1/22/22,83765,2519,19129955
Malaysia,1/22/22,2829089,31882,32365998
Maldives,1/22/22,114977,269,540542
Mali,1/22/22,29597,704,20250834
Malta,1/22/22,65596,525,441539
Marshall Islands,1/22/22,7,0,59194
Martinique,1/22/22,73355,816,375265
Mauritania,1/22/22,57172,924,4649660
Mauritius,1/22/22,70218,786,1271767
Mayotte,1/22/22,35691,187,272813
Mexico,1/22/22,4595589,302721,128932753
Micronesia,1/22/22,1,0,115021
Moldova,1/22/22,407003,10513,4033963
Monaco,1/22/22,7451,45,39244
Mongolia,1/22/22,780162,2094,3278292
Montenegro,1/22/22,212144,2507,628062
Montserrat,1/22/22,155,1,4999
Morocco,1/22/22,1093978,15113,36910558
Mozambique,1/22/22,222415,2153,31255435
Burma,1/22/22,533959,19309,54409794
Namibia,1/22/22,155198,3914,2540916
Nepal,1/22/22,904796,11651,29136808
Netherlands,1/22/22,3889669,21210,17134873
New Caledonia,1/22/22,15195,282,285491
New Zealand,1/22/22,15550,52,4822233
Nicaragua,1/22/22,13646,219,6624554
Niger,1/22/22,8542,295,24206636
Nigeria,1/22/22,251959,3124,206139587
North Korea,1/22/22,0,0,25778815
North Macedonia,1/22/22,254857,8198,2083380
Northern Mariana Islands,1/22/22,4208,22,57557
Norway,1/22/22,609950,1414,5421242
Oman,1/22/22,318272,4125,5106622
Pakistan,1/22/22,1367605,29097,220892331
Palau,1/22/22,383,0,18092
West Bank and Gaza,1/22/22,480583,5042,5101416
Panama,1/22/22,626890,7574,4314768
Papua New Guinea,1/22/22,36446,596,8947027
Paraguay,1/22/22,516555,16887,7132530
Peru,1/22/22,2894215,204141,32971846
Philippines,1/22/22,3387524,53406,109581085
Poland,1/22/22,4484095,103819,37846605
Portugal,1/22/22,2176256,19539,10196707
Puerto Rico,1/22/22,438800,3673,2860840
Qatar,1/22/22,320364,633,2881060
Reunion,1/22/22,133617,462,895308
Romania,1/22/22,2003041,59525,19237682
Russia,1/22/22,10860799,318869,145934460
Rwanda,1/22/22,127902,1432,12952209
St. Martin (French part),1/22/22,9143,60,38659
Samoa,1/22/22,18,0,198410
San Marino,1/22/22,11466,107,33938
São Tomé and Príncipe,1/22/22,5816,68,219161
Saudi Arabia,1/22/22,647819,8918,34813867
Senegal,1/22/22,84118,1923,16743930
Serbia,1/22/22,1532741,13239,6802111
Seychelles,1/22/22,34367,143,98340
Sierra Leone,1/22/22,7584,125,7976985
Singapore,1/22/22,310276,847,5850343
Sint Maarten,1/22/22,9029,77,42882
Slovakia,1/22/22,1454621,17612,5459643
Slovenia,1/22/22,589458,5751,2078932
Solomon Islands,1/22/22,289,0,686878
Somalia,1/22/22,24322,1335,15893219
South Africa,1/22/22,3579428,94063,59308690
South Korea,1/22/22,733902,6540,51269183
South Sudan,1/22/22,16673,137,11193729
Spain,1/22/22,8975458,91741,46754783
Sri Lanka,1/22/22,601048,15284,21413250
St. Barthelemy,1/22/22,3282,6,9885
St. Helena,1/22/22,4,0,6071
St. Kitts and Nevis,1/22/22,5230,28,53192
St. Lucia,1/22/22,19468,316,183629
St. Pierre and Miquelon,1/22/22,652,0,5795
St. Vincent and Grenadines,1/22/22,6615,90,110947
Sudan,1/22/22,53959,3393,43849269
Suriname,1/22/22,69741,1237,586634
Sweden,1/22/22,1784005,15674,10099270
Switzerland,1/22/22,1879319,12582,8654618
Syria,1/22/22,50943,2965,17500657
Tajikistan,1/22/22,17493,125,9537642
Tanzania,1/22/22,32393,753,59734213
Thailand,1/22/22,2377500,22019,69799978
Timor-Leste,1/22/22,19866,122,1318442
Togo,1/22/22,36280,266,8278737
Tonga,1/22/22,1,0,105697
Trinidad and Tobago,1/22/22,105969,3286,1399491
Tunisia,1/22/22,846761,25954,11818618
Turkey,1/22/22,10881626,85784,84339067
Turks and Caicos Islands,1/22/22,5524,33,38718
U.S. Virgin Islands,1/22/22,14398,96,104423
Uganda,1/22/22,160146,3465,45741000
Ukraine,1/22/22,4026198,105693,43733759
United Arab Emirates,1/22/22,822886,2211,9890400
United Kingdom,1/22/22,15784488,153787,67886004
United States,1/22/22,70171437,863947,331002647
Uruguay,1/22/22,580066,6303,3473727
Uzbekistan,1/22/22,212289,1536,33469199
Vanuatu,1/22/22,7,1,307150
Holy See,1/22/22,29,0,809
Venezuela,1/22/22,467864,5402,28435943
Vietnam,1/22/22,2126444,36596,97338583
Wallis and Futuna,1/22/22,454,7,11246
Yemen,1/22/22,10585,1995,29825968
Zambia,1/22/22,301203,3890,18383956
Zimbabwe,1/22/22,228179,5292,14862927
Afghanistan,1/23/22,159649,7393,38928341
Albania,1/23/22,248070,3305,2877800
Algeria,1/23/22,236670,6495,43851043
American Samoa,1/23/22,18,0,55197
Andorra,1/23/22,33025,144,77265
Angola,1/23/22,96582,1888,32866268
Anguilla,1/23/22,2187,7,15002
Antarctica,1/23/22,11,0,
Antigua and Barbuda,1/23/22,5931,122,97928
Argentina,1/23/22,7862536,119168,45195777
Armenia,1/23/22,351711,8028,2963234
Aruba,1/23/22,32322,191,106766
Australia,1/23/22,2229104,3148,25499881
Austria,1/23/22,1586146,17089,9006400
Azerbaijan,1/23/22,633731,8610,10139175
Bahamas,1/23/22,32068,729,393248
Bahrain,1/23/22,330621,1399,1701583
Bangladesh,1/23/22,1685136,28223,164689383
Barbados,1/23/22,39212,275,287371
Belarus,1/23/22,726860,5933,9449321
Belgium,1/23/22,2697239,28780,11589616
Belize,1/23/22,45753,616,397621
Benin,1/23/22,26309,163,12123198
Bermuda,1/23/22,9766,112,62273
Bhutan,1/23/22,3649,3,771612
Bolivia,1/23/22,804677,20570,11673029
Bosnia and Herzegovina,1/23/22,329569,13984,3280815
Botswana,1/23/22,243946,2544,2351625
Brazil,1/23/22,24054405,623370,212559409
British Virgin Islands,1/23/22,5602,47,30237
Brunei,1/23/22,16084,98,437483
Bulgaria,1/23/22,880228,32664,6948445
Burkina Faso,1/23/22,20514,353,20903278
Burundi,1/23/22,36868,38,11890781
Cambodia,1/23/22,121026,3015,16718971
Cameroon,1/23/22,114113,1867,26545864
Canada,1/23/22,2935575,33493,37742157
Cape Verde,1/23/22,55306,389,555988
"Bonaire, Sint Eustatius and Saba",1/23/22,6419,27,26221
Cayman Islands,1/23/22,13734,15,65720
Central African Republic,1/23/22,13611,109,4829764
Chad,1/23/22,6889,185,16425859
Channel Islands,1/23/22,0,0,173859
Chile,1/23/22,1965393,39512,19116209
China,1/23/22,150922,5700,1471286879
Colombia,1/23/22,5740179,132240,50882884
Comoros,1/23/22,7812,159,869595
Congo (Brazzaville),1/23/22,23485,371,5518092
Congo (Kinshasa),1/23/22,84283,1278,89561404
Cook Islands,1/23/22,2,0,17564
Costa Rica,1/23/22,643496,7451,5094114
Cote d'Ivoire,1/23/22,80176,779,26378275
Croatia,1/23/22,877060,13407,4105268
Cuba,1/23/22,1022112,8363,11326616
Curacao,1/23/22,36013,216,164100
Cyprus,1/23/22,239073,712,1207361
Czechia,1/23/22,2750865,37034,10708982
Denmark,1/23/22,1397833,3608,5792203
