Country,Date,Confirmed Cases,Confirmed Deaths,Population
St. Barthelemy,1/3/22,1895,6,9885
St. Helena,1/3/22,4,0,6071
St. Kitts and Nevis,1/3/22,3252,28,53192
St. Lucia,1/3/22,13816,301,183629
St. Pierre and Miquelon,1/3/22,100,0,5795
St. Vincent and Grenadines,1/3/22,5991,83,110947
Sudan,1/3/22,46518,3331,43849269
Suriname,1/3/22,53640,1190,586634
Sweden,1/3/22,1314784,15310,10099270
Switzerland,1/3/22,1371062,12268,8654618
Syria,1/3/22,50364,2908,17500657
Tajikistan,1/3/22,17493,125,9537642
Tanzania,1/3/22,29306,737,59734213
Thailand,1/3/22,2232485,21738,69799978
Timor-Leste,1/3/22,19842,122,1318442
Togo,1/3/22,31390,250,8278737
Tonga,1/3/22,1,0,105697
Trinidad and Tobago,1/3/22,92997,2936,1399491
Tunisia,1/3/22,728802,25588,11818618
Turkey,1/3/22,9597670,82795,84339067
Turks and Caicos Islands,1/3/22,3562,26,38718
U.S. Virgin Islands,1/3/22,10290,89,104423
Uganda,1/3/22,145963,3306,45741000
Ukraine,1/3/22,3856359,102558,43733759
United Arab Emirates,1/3/22,769608,2169,9890400
United Kingdom,1/3/22,13422815,148893,67886004
United States,1/3/22,56018306,824885,331002647
Uruguay,1/3/22,416970,6177,3473727
Uzbekistan,1/3/22,199182,1485,33469199
Vanuatu,1/3/22,7,1,307150
Holy See,1/3/22,27,0,809
Venezuela,1/3/22,445082,5335,28435943
Vietnam,1/3/22,1778976,33021,97338583
Wallis and Futuna,1/3/22,454,7,11246
Yemen,1/3/22,10138,1984,29825968
Zambia,1/3/22,261221,3753,18383956
Zimbabwe,1/3/22,216087,5047,14862927
Afghanistan,1/4/22,158205,7365,38928341
Albania,1/4/22,212021,3224,2877800
Algeria,1/4/22,219953,6303,43851043
American Samoa,1/4/22,11,0,55197
Andorra,1/4/22,24802,141,77265
Angola,1/4/22,84666,1778,32866268
Anguilla,1/4/22,1777,6,15002
Antarctica,1/4/22,11,0,
Antigua and Barbuda,1/4/22,4486,119,97928
Argentina,1/4/22,5820536,117294,45195777
Armenia,1/4/22,345126,7986,2963234
Aruba,1/4/22,23048,181,106766
Australia,1/4/22,608803,2290,25499881
Austria,1/4/22,1284811,16879,9006400
Azerbaijan,1/4/22,618365,8398,10139175
Bahamas,1/4/22,26011,717,393248
Bahrain,1/4/22,285448,1395,1701583
Bangladesh,1/4/22,1587915,28087,164689383
Barbados,1/4/22,29698,263,287371
Belarus,1/4/22,702374,5638,9449321
Belgium,1/4/22,2151914,28407,11589616
Belize,1/4/22,34087,605,397621
Benin,1/4/22,25522,161,12123198
Bermuda,1/4/22,6936,110,62273
Bhutan,1/4/22,2666,3,771612
Bolivia,1/4/22,622312,19763,11673029
Bosnia and Herzegovina,1/4/22,293684,13517,3280815
Botswana,1/4/22,222053,2452,2351625
Brazil,1/4/22,22328252,619654,212559409
British Virgin Islands,1/4/22,3760,40,30237
Brunei,1/4/22,15506,98,437483
Bulgaria,1/4/22,757710,31237,6948445
Burkina Faso,1/4/22,18637,333,20903278
Burundi,1/4/22,32076,38,11890781
Cambodia,1/4/22,120526,3015,16718971
Cameroon,1/4/22,109367,1851,26545864
Canada,1/4/22,2372323,30825,37742157
Cape Verde,1/4/22,44592,354,555988
"Bonaire, Sint Eustatius and Saba",1/4/22,3664,23,26221
Cayman Islands,1/4/22,9509,12,65720
Central African Republic,1/4/22,12163,101,4829764
Chad,1/4/22,6185,184,16425859
Channel Islands,1/4/22,0,0,173859
Chile,1/4/22,1812348,39174,19116209
China,1/4/22,145900,5699,1471286879
Colombia,1/4/22,5203374,130100,50882884
Comoros,1/4/22,7068,159,869595
Congo (Brazzaville),1/4/22,21277,369,5518092
Congo (Kinshasa),1/4/22,79274,1225,89561404
Cook Islands,1/4/22,2,0,17564
Costa Rica,1/4/22,575871,7366,5094114
Cote d'Ivoire,1/4/22,73786,723,26378275
Croatia,1/4/22,727899,12699,4105268
Cuba,1/4/22,968171,8324,11326616
Curacao,1/4/22,23692,189,164100
Cyprus,1/4/22,183178,646,1207361
Czechia,1/4/22,2493145,36326,10708982
Denmark,1/4/22,865110,3307,5792203
Djibouti,1/4/22,13769,189,988002
Dominica,1/4/22,7073,47,71991
Dominican Republic,1/4/22,428509,4252,10847904
Ecuador,1/4/22,554436,33690,17643060
Egypt,1/4/22,388651,21836,102334403
El Salvador,1/4/22,122063,3826,6486201
Equatorial Guinea,1/4/22,13710,175,1402985
Eritrea,1/4/22,8128,77,3546427
Estonia,1/4/22,244733,1940,1326539
Eswatini,1/4/22,66674,1318,1160164
Ethiopia,1/4/22,432807,6981,114963583
Falkland Islands,1/4/22,83,0,3483
Faroe Islands,1/4/22,6646,15,48865
Fiji,1/4/22,55009,702,896444
Finland,1/4/22,296204,1764,5540718
France,1/4/22,10371017,122014,65273512
French Guiana,1/4/22,49771,339,298682
French Polynesia,1/4/22,46474,636,280904
Gabon,1/4/22,42640,290,2225728
Gambia,1/4/22,10376,343,2416664
Georgia,1/4/22,942173,14009,3989175
Germany,1/4/22,7238408,112579,83783945
Ghana,1/4/22,147203,1309,31072945
Gibraltar,1/4/22,9059,100,33691
Greece,1/4/22,1344923,21053,10423056
Greenland,1/4/22,3134,1,56772
Grenada,1/4/22,6787,200,112519
Guadeloupe,1/4/22,56515,831,400127
Guam,1/4/22,19899,273,168783
Guatemala,1/4/22,629811,16111,17915567
Guernsey,1/4/22,8651,25,
Guinea,1/4/22,33045,391,13132792
Guinea-Bissau,1/4/22,6514,149,1967998
Guyana,1/4/22,40639,1058,786559
Haiti,1/4/22,26213,773,11402533
Honduras,1/4/22,379402,10433,9904608
Hungary,1/4/22,1264709,39517,9660350
Iceland,1/4/22,32540,38,341250
India,1/4/22,35018358,482551,1380004385
Indonesia,1/4/22,4263732,144105,273523621
Iran,1/4/22,6200296,131736,83992953
Iraq,1/4/22,2094667,24182,40222503
Ireland,1/4/22,867199,5912,4937796
Isle of Man,1/4/22,16975,67,85032
Israel,1/4/22,1411798,8247,8655541
Italy,1/4/22,6566947,138045,60461828
Jamaica,1/4/22,96331,2479,2961161
Japan,1/4/22,1736627,18406,126476458
Jersey,1/4/22,20677,89,
Jordan,1/4/22,1069549,12765,10203140
Kazakhstan,1/4/22,1073789,18256,18776707
Kenya,1/4/22,302134,5401,53771300
Kiribati,1/4/22,2,0,119446
Kosovo,1/4/22,161706,2991,1935259
Kuwait,1/4/22,420796,2468,4270563
Kyrgyzstan,1/4/22,184879,2807,6524191
Laos,1/4/22,113951,403,7275556
Latvia,1/4/22,279320,4600,1886202
Lebanon,1/4/22,740814,9193,6825442
Lesotho,1/4/22,29999,673,2142252
Liberia,1/4/22,6404,287,5057677
Libya,1/4/22,390935,5740,6871287
Liechtenstein,1/4/22,6348,71,38137
Lithuania,1/4/22,531687,7474,2722291
Luxembourg,1/4/22,106235,918,625976
Madagascar,1/4/22,52434,1067,27691019
Malawi,1/4/22,76801,2386,19129955
Malaysia,1/4/22,2769886,31591,32365998
Maldives,1/4/22,96522,263,540542
Mali,1/4/22,22383,670,20250834
Malta,1/4/22,56209,479,441539
Marshall Islands,1/4/22,4,0,59194
Martinique,1/4/22,50005,784,375265
Mauritania,1/4/22,43497,874,4649660
Mauritius,1/4/22,68661,786,1271767
Mayotte,1/4/22,24671,186,272813
Mexico,1/4/22,4008648,299711,128932753
Micronesia,1/4/22,1,0,115021
Moldova,1/4/22,377496,10319,4033963
Monaco,1/4/22,4985,39,39244
Mongolia,1/4/22,695196,2065,3278292
Montenegro,1/4/22,177455,2422,628062
Montserrat,1/4/22,66,1,4999
Morocco,1/4/22,971961,14867,36910558
Mozambique,1/4/22,196346,2042,31255435
Burma,1/4/22,531299,19278,54409794
Namibia,1/4/22,150145,3656,2540916
Nepal,1/4/22,829632,11601,29136808
Netherlands,1/4/22,3223325,20990,17134873
New Caledonia,1/4/22,12990,281,285491
New Zealand,1/4/22,14405,51,4822233
Nicaragua,1/4/22,13563,217,6624554
Niger,1/4/22,7590,277,24206636
Nigeria,1/4/22,244548,3053,206139587
North Korea,1/4/22,0,0,25778815
North Macedonia,1/4/22,227168,7996,2083380
Northern Mariana Islands,1/4/22,3392,18,57557
Norway,1/4/22,412472,1307,5421242
Oman,1/4/22,306240,4117,5106622
Pakistan,1/4/22,1298763,28950,220892331
Palau,1/4/22,13,0,18092
West Bank and Gaza,1/4/22,471090,4947,5101416
Panama,1/4/22,500148,7440,4314768
Papua New Guinea,1/4/22,36193,590,8947027
Paraguay,1/4/22,470460,16645,7132530
Peru,1/4/22,2309856,202867,32971846
Philippines,1/4/22,2861119,51604,109581085
Poland,1/4/22,4145518,98034,37846605
Portugal,1/4/22,1460406,19015,10196707
Puerto Rico,1/4/22,305419,3318,2860840
Qatar,1/4/22,255231,618,2881060
Reunion,1/4/22,76602,409,895308
Romania,1/4/22,1816956,58866,19237682
Russia,1/4/22,10390052,305906,145934460
Rwanda,1/4/22,116057,1357,12952209
St. Martin (French part),1/4/22,4250,58,38659
Samoa,1/4/22,3,0,198410
San Marino,1/4/22,8682,102,33938
São Tomé and Príncipe,1/4/22,4010,58,219161
Saudi Arabia,1/4/22,562437,8883,34813867
Senegal,1/4/22,76233,1891,16743930
Serbia,1/4/22,1310845,12806,6802111
Seychelles,1/4/22,25610,134,98340
Sierra Leone,1/4/22,7268,123,7976985
Singapore,1/4/22,281596,832,5850343
Sint Maarten,1/4/22,5708,75,42882
Slovakia,1/4/22,1381175,16788,5459643
Slovenia,1/4/22,470960,5623,2078932
Solomon Islands,1/4/22,24,0,686878
Somalia,1/4/22,23532,1333,15893219
South Africa,1/4/22,3483590,91451,59308690
South Korea,1/4/22,649669,5838,51269183
South Sudan,1/4/22,15745,136,11193729
Spain,1/4/22,6785286,89689,46754783
Sri Lanka,1/4/22,588929,15055,21413250
St. Barthelemy,1/4/22,1955,6,9885
St. Helena,1/4/22,4,0,6071
St. Kitts and Nevis,1/4/22,3333,28,53192
St. Lucia,1/4/22,13881,301,183629
St. Pierre and Miquelon,1/4/22,100,0,5795
St. Vincent and Grenadines,1/4/22,5991,83,110947
Sudan,1/4/22,47272,3340,43849269
Suriname,1/4/22,54460,1192,586634
Sweden,1/4/22,1357753,15330,10099270
Switzerland,1/4/22,1391814,12229,8654618
Syria,1/4/22,50390,2912,17500657
Tajikistan,1/4/22,17493,125,9537642
Tanzania,1/4/22,29306,737,59734213
Thailand,1/4/22,2235576,21750,69799978
Timor-Leste,1/4/22,19842,122,1318442
Togo,1/4/22,31691,251,8278737
Tonga,1/4/22,1,0,105697
Trinidad and Tobago,1/4/22,93634,2951,1399491
Tunisia,1/4/22,731077,25606,11818618
Turkey,1/4/22,9652394,82932,84339067
Turks and Caicos Islands,1/4/22,3562,26,38718
U.S. Virgin Islands,1/4/22,10714,89,104423
Uganda,1/4/22,146843,3312,45741000
Ukraine,1/4/22,3858248,102717,43733759
United Arab Emirates,1/4/22,772189,2170,9890400
United Kingdom,1/4/22,13641520,148941,67886004
United States,1/4/22,56827919,827202,331002647
Uruguay,1/4/22,420108,6180,3473727
Uzbekistan,1/4/22,199271,1485,33469199
Vanuatu,1/4/22,7,1,307150
Holy See,1/4/22,27,0,809
Venezuela,1/4/22,445369,5337,28435943
Vietnam,1/4/22,1800704,33245,97338583
Wallis and Futuna,1/4/22,454,7,11246
Yemen,1/4/22,10143,1984,29825968
Zambia,1/4/22,265479,3762,18383956
Zimbabwe,1/4/22,217678,5078,14862927
Afghanistan,1/5/22,158245,7367,38928341
Albania,1/5/22,212021,3224,2877800
Algeria,1/5/22,220415,6310,43851043
American Samoa,1/5/22,11,0,55197
Andorra,1/5/22,25289,141,77265
Angola,1/5/22,86636,1789,32866268
Anguilla,1/5/22,1777,6,15002
Antarctica,1/5/22,11,0,
Antigua and Barbuda,1/5/22,4486,119,97928
Argentina,1/5/22,5915695,117346,45195777
Armenia,1/5/22,345255,7989,2963234
Aruba,1/5/22,24210,181,106766
Australia,1/5/22,684229,2302,25499881
Austria,1/5/22,1290817,16900,9006400
Azerbaijan,1/5/22,618918,8409,10139175
Bahamas,1/5/22,26326,717,393248
Bahrain,1/5/22,286529,1395,1701583
Bangladesh,1/5/22,1588807,28090,164689383
Barbados,1/5/22,30177,263,287371
Belarus,1/5/22,703507,5653,9449321
Belgium,1/5/22,2179710,28429,11589616
Belize,1/5/22,34628,605,397621
Benin,1/5/22,25522,161,12123198
Bermuda,1/5/22,6936,110,62273
Bhutan,1/5/22,2669,3,771612
Bolivia,1/5/22,631554,19810,11673029
Bosnia and Herzegovina,1/5/22,295240,13547,3280815
Botswana,1/5/22,222053,2452,2351625
Brazil,1/5/22,22351104,619654,212559409
British Virgin Islands,1/5/22,3760,40,30237
Brunei,1/5/22,15532,98,437483
Bulgaria,1/5/22,764476,31303,6948445
Burkina Faso,1/5/22,18637,333,20903278
Burundi,1/5/22,32076,38,11890781
Cambodia,1/5/22,120535,3015,16718971
Cameroon,1/5/22,109367,1851,26545864
Canada,1/5/22,2412242,30955,37742157
Cape Verde,1/5/22,45989,356,555988
"Bonaire, Sint Eustatius and Saba",1/5/22,3918,23,26221
Cayman Islands,1/5/22,9509,12,65720
Central African Republic,1/5/22,12454,101,4829764
Chad,1/5/22,6185,184,16425859
Channel Islands,1/5/22,0,0,173859
Chile,1/5/22,1814188,39177,19116209
China,1/5/22,146219,5699,1471286879
Colombia,1/5/22,5219633,130140,50882884
Comoros,1/5/22,7283,159,869595
Congo (Brazzaville),1/5/22,21277,369,5518092
Congo (Kinshasa),1/5/22,79942,1225,89561404
Cook Islands,1/5/22,2,0,17564
Costa Rica,1/5/22,578413,7369,5094114
Cote d'Ivoire,1/5/22,75064,727,26378275
Croatia,1/5/22,736486,12731,4105268
Cuba,1/5/22,969138,8324,11326616
Curacao,1/5/22,24748,189,164100
Cyprus,1/5/22,188380,650,1207361
Czechia,1/5/22,2503374,36397,10708982
Denmark,1/5/22,893393,3322,5792203
Djibouti,1/5/22,13839,189,988002
Dominica,1/5/22,7073,47,71991
Dominican Republic,1/5/22,433710,4252,10847904
Ecuador,1/5/22,557273,33699,17643060
Egypt,1/5/22,389454,21863,102334403
El Salvador,1/5/22,122063,3826,6486201
Equatorial Guinea,1/5/22,13876,175,1402985
Eritrea,1/5/22,8161,78,3546427
Estonia,1/5/22,246221,1942,1326539
Eswatini,1/5/22,66873,1320,1160164
Ethiopia,1/5/22,436586,6988,114963583
Falkland Islands,1/5/22,84,0,3483
Faroe Islands,1/5/22,6855,15,48865
Fiji,1/5/22,55649,704,896444
Finland,1/5/22,306188,1777,5540718
France,1/5/22,10693911,122250,65273512
French Guiana,1/5/22,49771,339,298682
French Polynesia,1/5/22,46474,636,280904
Gabon,1/5/22,42640,290,2225728
Gambia,1/5/22,10376,343,2416664
Georgia,1/5/22,945609,14041,3989175
Germany,1/5/22,7297320,112925,83783945
Ghana,1/5/22,148079,1313,31072945
Gibraltar,1/5/22,9227,100,33691
Greece,1/5/22,1388309,21115,10423056
Greenland,1/5/22,3404,1,56772
Grenada,1/5/22,7101,200,112519
Guadeloupe,1/5/22,56515,831,400127
Guam,1/5/22,20088,273,168783
Guatemala,1/5/22,631730,16114,17915567
Guernsey,1/5/22,8954,25,
Guinea,1/5/22,33428,393,13132792
Guinea-Bissau,1/5/22,6531,149,1967998
Guyana,1/5/22,41418,1060,786559
Haiti,1/5/22,26259,774,11402533
Honduras,1/5/22,379402,10433,9904608
Hungary,1/5/22,1269979,39599,9660350
Iceland,1/5/22,33901,39,341250
India,1/5/22,35109286,482876,1380004385
Indonesia,1/5/22,4264136,144109,273523621
Iran,1/5/22,6201467,131778,83992953
Iraq,1/5/22,2095183,24191,40222503
Ireland,1/5/22,884855,5952,4937796
Isle of Man,1/5/22,17416,67,85032
Israel,1/5/22,1429030,8253,8655541
Italy,1/5/22,6756035,138276,60461828
Jamaica,1/5/22,97066,2483,2961161
Japan,1/5/22,1739117,18407,126476458
Jersey,1/5/22,21054,89,
Jordan,1/5/22,1071837,12791,10203140
Kazakhstan,1/5/22,1074283,18267,18776707
Kenya,1/5/22,304350,5404,53771300
Kiribati,1/5/22,2,0,119446
Kosovo,1/5/22,161813,2991,1935259
Kuwait,1/5/22,423042,2469,4270563
Kyrgyzstan,1/5/22,185031,2809,6524191
Laos,1/5/22,114787,409,7275556
Latvia,1/5/22,281155,4613,1886202
Lebanon,1/5/22,746632,9213,6825442
Lesotho,1/5/22,29999,673,2142252
Liberia,1/5/22,6851,287,5057677
Libya,1/5/22,391633,5752,6871287
Liechtenstein,1/5/22,6406,71,38137
Lithuania,1/5/22,535177,7488,2722291
Luxembourg,1/5/22,108366,920,625976
Madagascar,1/5/22,52434,1067,27691019
Malawi,1/5/22,77629,2395,19129955
Malaysia,1/5/22,2773156,31609,32365998
Maldives,1/5/22,96746,263,540542
Mali,1/5/22,22834,670,20250834
Malta,1/5/22,57131,482,441539
Marshall Islands,1/5/22,4,0,59194
Martinique,1/5/22,50005,784,375265
Mauritania,1/5/22,44646,876,4649660
Mauritius,1/5/22,68763,786,1271767
Mayotte,1/5/22,24671,186,272813
Mexico,1/5/22,4029274,299842,128932753
Micronesia,1/5/22,1,0,115021
Moldova,1/5/22,378202,10328,4033963
Monaco,1/5/22,5492,41,39244
Mongolia,1/5/22,695941,2067,3278292
Montenegro,1/5/22,180260,2428,628062
Montserrat,1/5/22,76,1,4999
Morocco,1/5/22,977579,14872,36910558
Mozambique,1/5/22,199940,2050,31255435
Burma,1/5/22,531432,19282,54409794
Namibia,1/5/22,150540,3672,2540916
Nepal,1/5/22,830002,11601,29136808
Netherlands,1/5/22,3247900,21029,17134873
New Caledonia,1/5/22,13033,281,285491
New Zealand,1/5/22,14467,51,4822233
Nicaragua,1/5/22,13589,218,6624554
Niger,1/5/22,7590,277,24206636
Nigeria,1/5/22,245404,3058,206139587
North Korea,1/5/22,0,0,25778815
North Macedonia,1/5/22,228540,8000,2083380
Northern Mariana Islands,1/5/22,3453,18,57557
Norway,1/5/22,420857,1349,5421242
Oman,1/5/22,306492,4117,5106622
Pakistan,1/5/22,1299848,28955,220892331
Palau,1/5/22,15,0,18092
West Bank and Gaza,1/5/22,471414,4954,5101416
Panama,1/5/22,503407,7445,4314768
Papua New Guinea,1/5/22,36196,590,8947027
Paraguay,1/5/22,471434,16653,7132530
Peru,1/5/22,2318543,202904,32971846
Philippines,1/5/22,2871745,51662,109581085
Poland,1/5/22,4162715,98666,37846605
Portugal,1/5/22,1499976,19029,10196707
Puerto Rico,1/5/22,313182,3324,2860840
Qatar,1/5/22,257504,618,2881060
Reunion,1/5/22,85960,419,895308
Romania,1/5/22,1821849,58896,19237682
Russia,1/5/22,10405684,306710,145934460
Rwanda,1/5/22,117123,1362,12952209
St. Martin (French part),1/5/22,4250,58,38659
Samoa,1/5/22,3,0,198410
San Marino,1/5/22,8847,103,33938
São Tomé and Príncipe,1/5/22,4034,61,219161
Saudi Arabia,1/5/22,565482,8886,34813867
Senegal,1/5/22,76753,1892,16743930
Serbia,1/5/22,1318333,12831,6802111
Seychelles,1/5/22,26255,134,98340
Sierra Leone,1/5/22,7308,123,7976985
Singapore,1/5/22,282401,834,5850343
Sint Maarten,1/5/22,5945,75,42882
Slovakia,1/5/22,1385760,16824,5459643
Slovenia,1/5/22,475027,5629,2078932
Solomon Islands,1/5/22,24,0,686878
Somalia,1/5/22,24261,1335,15893219
South Africa,1/5/22,3494696,91561,59308690
South Korea,1/5/22,653792,5887,51269183
South Sudan,1/5/22,15849,136,11193729
Spain,1/5/22,6922466,89837,46754783
Sri Lanka,1/5/22,589479,15065,21413250
St. Barthelemy,1/5/22,1955,6,9885
St. Helena,1/5/22,4,0,6071
St. Kitts and Nevis,1/5/22,3489,28,53192
St. Lucia,1/5/22,13974,305,183629
St. Pierre and Miquelon,1/5/22,113,0,5795
St. Vincent and Grenadines,1/5/22,6039,83,110947
Sudan,1/5/22,47272,3340,43849269
Suriname,1/5/22,55376,1193,586634
Sweden,1/5/22,1375267,15369,10099270
Switzerland,1/5/22,1422932,12303,8654618
Syria,1/5/22,50417,2915,17500657
Tajikistan,1/5/22,17493,125,9537642
Tanzania,1/5/22,30564,740,59734213
Thailand,1/5/22,2239475,21769,69799978
Timor-Leste,1/5/22,19842,122,1318442
Togo,1/5/22,32515,251,8278737
Tonga,1/5/22,1,0,105697
Trinidad and Tobago,1/5/22,94213,2973,1399491
Tunisia,1/5/22,733379,25617,11818618
Turkey,1/5/22,9718861,83075,84339067
Turks and Caicos Islands,1/5/22,3562,26,38718
U.S. Virgin Islands,1/5/22,11160,89,104423
Uganda,1/5/22,148609,3313,45741000
Ukraine,1/5/22,3862959,103014,43733759
United Arab Emirates,1/5/22,774897,2170,9890400
United Kingdom,1/5/22,13835334,149284,67886004
United States,1/5/22,57482093,829415,331002647
Uruguay,1/5/22,425436,6181,3473727
Uzbekistan,1/5/22,199361,1485,33469199
Vanuatu,1/5/22,7,1,307150
Holy See,1/5/22,27,0,809
Venezuela,1/5/22,445680,5341,28435943
Vietnam,1/5/22,1817721,33475,97338583
Wallis and Futuna,1/5/22,454,7,11246
Yemen,1/5/22,10146,1985,29825968
Zambia,1/5/22,269991,3772,18383956
Zimbabwe,1/5/22,219057,5092,14862927
Afghanistan,1/6/22,158275,7367,38928341
Albania,1/6/22,213257,3228,2877800
Algeria,1/6/22,220825,6318,43851043
American Samoa,1/6/22,11,0,55197
Andorra,1/6/22,25289,141,77265
Angola,1/6/22,87625,1799,32866268
Anguilla,1/6/22,1777,6,15002
Antarctica,1/6/22,11,0,
Antigua and Barbuda,1/6/22,4715,119,97928
Argentina,1/6/22,6025303,117386,45195777
Armenia,1/6/22,345389,7993,2963234
Aruba,1/6/22,25254,181,106766
Australia,1/6/22,762458,2321,25499881
Austria,1/6/22,1300899,16912,9006400
Azerbaijan,1/6/22,619502,8422,10139175
Bahamas,1/6/22,26701,717,393248
Bahrain,1/6/22,287939,1395,1701583
Bangladesh,1/6/22,1589947,28097,164689383
Barbados,1/6/22,30597,264,287371
Belarus,1/6/22,704907,5669,9449321
Belgium,1/6/22,2206992,28446,11589616
Belize,1/6/22,35206,605,397621
Benin,1/6/22,25522,161,12123198
Bermuda,1/6/22,6936,110,62273
Bhutan,1/6/22,2671,3,771612
Bolivia,1/6/22,641817,19848,11673029
Bosnia and Herzegovina,1/6/22,297333,13568,3280815
Botswana,1/6/22,229855,2475,2351625
Brazil,1/6/22,22386930,619654,212559409
British Virgin Islands,1/6/22,4207,40,30237
Brunei,1/6/22,15532,98,437483
Bulgaria,1/6/22,770001,31375,6948445
Burkina Faso,1/6/22,18637,333,20903278
Burundi,1/6/22,33551,38,11890781
Cambodia,1/6/22,120553,3015,16718971
Cameroon,1/6/22,109367,1851,26545864
Canada,1/6/22,2454121,31054,37742157
Cape Verde,1/6/22,47376,358,555988
"Bonaire, Sint Eustatius and Saba",1/6/22,4081,23,26221
Cayman Islands,1/6/22,9720,12,65720
Central African Republic,1/6/22,12454,101,4829764
Chad,1/6/22,6185,184,16425859
Channel Islands,1/6/22,0,0,173859
Chile,1/6/22,1817300,39207,19116209
China,1/6/22,146478,5699,1471286879
Colombia,1/6/22,5242672,130191,50882884
Comoros,1/6/22,7405,159,869595
Congo (Brazzaville),1/6/22,21277,369,5518092
Congo (Kinshasa),1/6/22,80175,1225,89561404
Cook Islands,1/6/22,2,0,17564
Costa Rica,1/6/22,581394,7370,5094114
Cote d'Ivoire,1/6/22,75715,730,26378275
Croatia,1/6/22,745544,12764,4105268
Cuba,1/6/22,970567,8325,11326616
Curacao,1/6/22,25988,191,164100
Cyprus,1/6/22,192157,650,1207361
Czechia,1/6/22,2510796,36449,10708982
Denmark,1/6/22,919388,3333,5792203
Djibouti,1/6/22,13948,189,988002
Dominica,1/6/22,7137,47,71991
Dominican Republic,1/6/22,439017,4252,10847904
Ecuador,1/6/22,559950,33699,17643060
Egypt,1/6/22,390294,21882,102334403
El Salvador,1/6/22,122063,3826,6486201
Equatorial Guinea,1/6/22,13876,175,1402985
